order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251107001,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-07
ORD20251107001,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-07
ORD20251107001,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-07
ORD20251107002,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-07
ORD20251107002,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-07
ORD20251107002,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-07
ORD20251107002,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-07
ORD20251107003,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-07
ORD20251107003,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-07
ORD20251107003,P001,Coca-Cola 330ml,Beverages,1,1.5,1.5,2025-11-07
ORD20251107004,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-07
ORD20251107004,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-07
ORD20251107004,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-07
ORD20251107004,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-07
ORD20251107005,P012,Toothpaste,Personal Care,2,3.2,6.4,2025-11-07
ORD20251107005,P012,Toothpaste,Personal Care,2,3.2,6.4,2025-11-07
ORD20251107006,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-07
ORD20251107006,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-07
ORD20251107007,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-07
ORD20251107008,P012,Toothpaste,Personal Care,1,3.2,3.2,2025-11-07
ORD20251107008,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-07
ORD20251107008,P005,Whole Wheat Bread,Bakery,2,3.5,7.0,2025-11-07
ORD20251107008,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-07
ORD20251107009,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-07
ORD20251107009,P006,Croissant,Bakery,1,1.8,1.8,2025-11-07
ORD20251107009,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-07
ORD20251107010,P006,Croissant,Bakery,2,1.8,3.6,2025-11-07
ORD20251107010,P001,Coca-Cola 330ml,Beverages,3,1.5,4.5,2025-11-07
ORD20251107010,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-07
ORD20251107010,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-07
ORD20251107011,P006,Croissant,Bakery,2,1.8,3.6,2025-11-07
ORD20251107012,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-07
ORD20251107012,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-07
ORD20251107012,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-07
ORD20251107013,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-07
ORD20251107013,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-07
ORD20251107013,P006,Croissant,Bakery,2,1.8,3.6,2025-11-07
ORD20251107014,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-07
ORD20251107015,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-07
ORD20251107015,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-07
ORD20251107015,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-07
