order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251114001,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-14
ORD20251114002,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-14
ORD20251114002,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-14
ORD20251114002,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-14
ORD20251114003,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-14
ORD20251114003,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-14
ORD20251114003,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-14
ORD20251114004,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-14
ORD20251114004,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-14
ORD20251114004,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-14
ORD20251114005,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-14
ORD20251114005,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-14
ORD20251114005,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-14
ORD20251114005,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-14
ORD20251114006,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-14
ORD20251114006,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-14
ORD20251114007,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-14
ORD20251114007,P004,Doritos Nacho Cheese,Snacks,1,2.2,2.2,2025-11-14
ORD20251114008,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-14
ORD20251114008,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-14
ORD20251114008,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-14
ORD20251114008,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-14
ORD20251114009,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-14
ORD20251114010,P001,Coca-Cola 330ml,Beverages,1,1.5,1.5,2025-11-14
ORD20251114010,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-14
ORD20251114010,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-14
ORD20251114011,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-14
ORD20251114012,P001,Coca-Cola 330ml,Beverages,3,1.5,4.5,2025-11-14
ORD20251114012,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-14
ORD20251114013,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-14
ORD20251114013,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-14
ORD20251114013,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-14
ORD20251114014,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-14
ORD20251114014,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-14
ORD20251114014,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-14
ORD20251114015,P006,Croissant,Bakery,1,1.8,1.8,2025-11-14
ORD20251114015,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-14
ORD20251114015,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-14
ORD20251114015,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-14
ORD20251114016,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-14
ORD20251114016,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-14
ORD20251114017,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-14
ORD20251114017,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-14
ORD20251114017,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-14
ORD20251114017,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-14
ORD20251114018,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-14
ORD20251114018,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-14
ORD20251114019,P001,Coca-Cola 330ml,Beverages,1,1.5,1.5,2025-11-14
ORD20251114019,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-14
ORD20251114019,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-14
ORD20251114020,P004,Doritos Nacho Cheese,Snacks,1,2.2,2.2,2025-11-14
ORD20251114020,P001,Coca-Cola 330ml,Beverages,1,1.5,1.5,2025-11-14
ORD20251114020,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-14
ORD20251114021,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-14
ORD20251114021,P010,Mineral Water 500ml,Beverages,3,1.0,3.0,2025-11-14
ORD20251114021,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-14
ORD20251114021,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-14
ORD20251114022,P001,Coca-Cola 330ml,Beverages,1,1.5,1.5,2025-11-14
ORD20251114022,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-14
ORD20251114022,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-14
ORD20251114022,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-14
ORD20251114023,P001,Coca-Cola 330ml,Beverages,1,1.5,1.5,2025-11-14
ORD20251114023,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-14
