order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251112001,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-12
ORD20251112001,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-12
ORD20251112001,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-12
ORD20251112002,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-12
ORD20251112003,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-12
ORD20251112003,P006,Croissant,Bakery,3,1.8,5.4,2025-11-12
ORD20251112003,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-12
ORD20251112003,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-12
ORD20251112004,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-12
ORD20251112004,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-12
ORD20251112004,P006,Croissant,Bakery,1,1.8,1.8,2025-11-12
ORD20251112004,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-12
ORD20251112005,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-12
ORD20251112005,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-12
ORD20251112005,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-12
ORD20251112005,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-12
ORD20251112006,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-12
ORD20251112006,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-12
ORD20251112007,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-12
ORD20251112007,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-12
ORD20251112008,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-12
ORD20251112008,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-12
ORD20251112009,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-12
ORD20251112010,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-12
ORD20251112010,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-12
ORD20251112010,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-12
ORD20251112011,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-12
ORD20251112012,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-12
ORD20251112012,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-12
ORD20251112012,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-12
ORD20251112013,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-12
ORD20251112013,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-12
ORD20251112013,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-12
