order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251109001,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-09
ORD20251109001,P004,Doritos Nacho Cheese,Snacks,1,2.2,2.2,2025-11-09
ORD20251109001,P006,Croissant,Bakery,2,1.8,3.6,2025-11-09
ORD20251109001,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-09
ORD20251109002,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-09
ORD20251109002,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-09
ORD20251109002,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-09
ORD20251109002,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-09
ORD20251109003,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-09
ORD20251109003,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-09
ORD20251109004,P010,Mineral Water 500ml,Beverages,3,1.0,3.0,2025-11-09
ORD20251109005,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-09
ORD20251109006,P006,Croissant,Bakery,3,1.8,5.4,2025-11-09
ORD20251109007,P010,Mineral Water 500ml,Beverages,1,1.0,1.0,2025-11-09
ORD20251109007,P006,Croissant,Bakery,2,1.8,3.6,2025-11-09
ORD20251109007,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-09
ORD20251109007,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-09
ORD20251109008,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-09
ORD20251109008,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-09
ORD20251109008,P004,Doritos Nacho Cheese,Snacks,1,2.2,2.2,2025-11-09
ORD20251109008,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-09
ORD20251109009,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-09
ORD20251109010,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-09
ORD20251109011,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-09
ORD20251109012,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-09
ORD20251109012,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-09
ORD20251109013,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-09
ORD20251109013,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-09
ORD20251109013,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-09
ORD20251109014,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-09
ORD20251109014,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-09
ORD20251109014,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-09
ORD20251109014,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-09
ORD20251109015,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-09
ORD20251109016,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-09
ORD20251109017,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-09
ORD20251109017,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-09
ORD20251109017,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-09
ORD20251109018,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-09
ORD20251109018,P005,Whole Wheat Bread,Bakery,2,3.5,7.0,2025-11-09
ORD20251109018,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-09
ORD20251109019,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-09
ORD20251109020,P006,Croissant,Bakery,3,1.8,5.4,2025-11-09
ORD20251109020,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-09
ORD20251109020,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-09
ORD20251109020,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-09
ORD20251109021,P001,Coca-Cola 330ml,Beverages,3,1.5,4.5,2025-11-09
ORD20251109022,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-09
ORD20251109022,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-09
ORD20251109022,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-09
ORD20251109023,P004,Doritos Nacho Cheese,Snacks,1,2.2,2.2,2025-11-09
ORD20251109024,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-09
ORD20251109024,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-09
ORD20251109024,P005,Whole Wheat Bread,Bakery,2,3.5,7.0,2025-11-09
ORD20251109025,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-09
ORD20251109025,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-09
ORD20251109025,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-09
ORD20251109025,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-09
ORD20251109026,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-09
ORD20251109026,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-09
ORD20251109026,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-09
ORD20251109027,P006,Croissant,Bakery,2,1.8,3.6,2025-11-09
ORD20251109027,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-09
ORD20251109027,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-09
ORD20251109027,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-09
ORD20251109028,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-09
ORD20251109028,P010,Mineral Water 500ml,Beverages,3,1.0,3.0,2025-11-09
ORD20251109029,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-09
ORD20251109029,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-09
ORD20251109029,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-09
ORD20251109029,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-09
ORD20251109030,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-09
ORD20251109030,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-09
ORD20251109030,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-09
ORD20251109031,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-09
ORD20251109031,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-09
ORD20251109031,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-09
ORD20251109032,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-09
ORD20251109032,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-09
ORD20251109033,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-09
ORD20251109033,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-09
ORD20251109033,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-09
ORD20251109034,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-09
ORD20251109034,P006,Croissant,Bakery,2,1.8,3.6,2025-11-09
ORD20251109034,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-09
ORD20251109034,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-09
ORD20251109035,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-09
ORD20251109035,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-09
ORD20251109035,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-09
ORD20251109036,P012,Toothpaste,Personal Care,1,3.2,3.2,2025-11-09
ORD20251109037,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-09
ORD20251109037,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-09
ORD20251109038,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-09
