order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251104001,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-04
ORD20251104001,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-04
ORD20251104001,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-04
ORD20251104001,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-04
ORD20251104002,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-04
ORD20251104003,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-04
ORD20251104003,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-04
ORD20251104003,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-04
ORD20251104004,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-04
ORD20251104004,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-04
ORD20251104004,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-04
ORD20251104004,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-04
ORD20251104005,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-04
ORD20251104005,P006,Croissant,Bakery,1,1.8,1.8,2025-11-04
ORD20251104005,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-04
ORD20251104005,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-04
ORD20251104006,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-04
ORD20251104006,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-04
ORD20251104007,P001,Coca-Cola 330ml,Beverages,3,1.5,4.5,2025-11-04
ORD20251104007,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-04
ORD20251104007,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-04
ORD20251104008,P001,Coca-Cola 330ml,Beverages,1,1.5,1.5,2025-11-04
ORD20251104008,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-04
ORD20251104008,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-04
ORD20251104008,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-04
ORD20251104009,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-04
ORD20251104009,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-04
ORD20251104010,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-04
ORD20251104011,P001,Coca-Cola 330ml,Beverages,3,1.5,4.5,2025-11-04
ORD20251104011,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-04
ORD20251104011,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-04
ORD20251104011,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-04
ORD20251104012,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-04
ORD20251104013,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-04
ORD20251104014,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-04
ORD20251104014,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-04
ORD20251104015,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-04
ORD20251104015,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-04
ORD20251104015,P012,Toothpaste,Personal Care,2,3.2,6.4,2025-11-04
ORD20251104016,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-04
ORD20251104016,P006,Croissant,Bakery,1,1.8,1.8,2025-11-04
ORD20251104016,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-04
ORD20251104016,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-04
ORD20251104017,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-04
ORD20251104017,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-04
ORD20251104017,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-04
ORD20251104018,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-04
