order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251110001,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-10
ORD20251110002,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-10
ORD20251110002,P005,Whole Wheat Bread,Bakery,2,3.5,7.0,2025-11-10
ORD20251110003,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-10
ORD20251110003,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-10
ORD20251110003,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-10
ORD20251110004,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-10
ORD20251110004,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-10
ORD20251110005,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-10
ORD20251110005,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-10
ORD20251110005,P006,Croissant,Bakery,2,1.8,3.6,2025-11-10
ORD20251110005,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-10
ORD20251110006,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-10
ORD20251110007,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-10
ORD20251110007,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-10
ORD20251110008,P004,Doritos Nacho Cheese,Snacks,1,2.2,2.2,2025-11-10
ORD20251110008,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-10
ORD20251110009,P006,Croissant,Bakery,2,1.8,3.6,2025-11-10
ORD20251110009,P010,Mineral Water 500ml,Beverages,1,1.0,1.0,2025-11-10
ORD20251110009,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-10
ORD20251110009,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-10
ORD20251110010,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-10
ORD20251110010,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-10
ORD20251110010,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-10
ORD20251110010,P006,Croissant,Bakery,3,1.8,5.4,2025-11-10
ORD20251110011,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-10
ORD20251110011,P006,Croissant,Bakery,2,1.8,3.6,2025-11-10
ORD20251110011,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-10
ORD20251110011,P012,Toothpaste,Personal Care,2,3.2,6.4,2025-11-10
ORD20251110012,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-10
ORD20251110012,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-10
ORD20251110013,P009,Eggs 12pcs,Dairy,1,4.0,4.0,2025-11-10
ORD20251110013,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-10
ORD20251110013,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-10
ORD20251110013,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-10
ORD20251110014,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-10
ORD20251110014,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-10
ORD20251110015,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-10
ORD20251110015,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-10
ORD20251110016,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-10
ORD20251110017,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-10
ORD20251110017,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-10
ORD20251110018,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-10
ORD20251110018,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-10
ORD20251110018,P004,Doritos Nacho Cheese,Snacks,1,2.2,2.2,2025-11-10
ORD20251110019,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-10
ORD20251110020,P010,Mineral Water 500ml,Beverages,3,1.0,3.0,2025-11-10
ORD20251110021,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-10
ORD20251110021,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-10
ORD20251110021,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-10
ORD20251110022,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-10
ORD20251110023,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-10
ORD20251110023,P004,Doritos Nacho Cheese,Snacks,1,2.2,2.2,2025-11-10
ORD20251110023,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-10
ORD20251110023,P005,Whole Wheat Bread,Bakery,2,3.5,7.0,2025-11-10
ORD20251110024,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-10
ORD20251110024,P006,Croissant,Bakery,2,1.8,3.6,2025-11-10
ORD20251110025,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-10
ORD20251110026,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-10
