order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251108001,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-08
ORD20251108002,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-08
ORD20251108003,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-08
ORD20251108003,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-08
ORD20251108003,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-08
ORD20251108003,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-08
ORD20251108004,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-08
ORD20251108004,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-08
ORD20251108005,P001,Coca-Cola 330ml,Beverages,3,1.5,4.5,2025-11-08
ORD20251108005,P001,Coca-Cola 330ml,Beverages,3,1.5,4.5,2025-11-08
ORD20251108005,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-08
ORD20251108005,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-08
ORD20251108006,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-08
ORD20251108006,P006,Croissant,Bakery,3,1.8,5.4,2025-11-08
ORD20251108006,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-08
ORD20251108007,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-08
ORD20251108007,P010,Mineral Water 500ml,Beverages,1,1.0,1.0,2025-11-08
ORD20251108008,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-08
ORD20251108008,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-08
ORD20251108008,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-08
ORD20251108009,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-08
ORD20251108009,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-08
ORD20251108009,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-08
ORD20251108009,P004,Doritos Nacho Cheese,Snacks,2,2.2,4.4,2025-11-08
ORD20251108010,P010,Mineral Water 500ml,Beverages,1,1.0,1.0,2025-11-08
ORD20251108010,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-08
ORD20251108010,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-08
ORD20251108010,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-08
ORD20251108011,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-08
ORD20251108012,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-08
ORD20251108012,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-08
ORD20251108013,P012,Toothpaste,Personal Care,1,3.2,3.2,2025-11-08
ORD20251108013,P012,Toothpaste,Personal Care,3,3.2,9.600000000000001,2025-11-08
ORD20251108014,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-08
ORD20251108014,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-08
ORD20251108014,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-08
ORD20251108015,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-08
ORD20251108015,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-08
ORD20251108015,P010,Mineral Water 500ml,Beverages,3,1.0,3.0,2025-11-08
ORD20251108016,P010,Mineral Water 500ml,Beverages,1,1.0,1.0,2025-11-08
ORD20251108016,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-08
ORD20251108016,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-08
ORD20251108016,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-08
ORD20251108017,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-08
ORD20251108017,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-08
ORD20251108017,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-08
ORD20251108018,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-08
ORD20251108019,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-08
ORD20251108019,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-08
ORD20251108019,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-08
ORD20251108019,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-08
ORD20251108020,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-08
ORD20251108021,P006,Croissant,Bakery,1,1.8,1.8,2025-11-08
ORD20251108022,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-08
ORD20251108022,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-08
ORD20251108022,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-08
ORD20251108022,P012,Toothpaste,Personal Care,1,3.2,3.2,2025-11-08
ORD20251108023,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-08
ORD20251108024,P010,Mineral Water 500ml,Beverages,1,1.0,1.0,2025-11-08
ORD20251108024,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-08
ORD20251108024,P012,Toothpaste,Personal Care,1,3.2,3.2,2025-11-08
ORD20251108024,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-08
ORD20251108025,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-08
ORD20251108025,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-08
ORD20251108025,P015,Bananas 1kg,Fruits,2,1.5,3.0,2025-11-08
