order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251106001,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-06
ORD20251106002,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-06
ORD20251106002,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-06
ORD20251106002,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-06
ORD20251106003,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-06
ORD20251106003,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-06
ORD20251106003,P010,Mineral Water 500ml,Beverages,1,1.0,1.0,2025-11-06
ORD20251106004,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-06
ORD20251106004,P002,Pepsi 330ml,Beverages,3,1.45,4.35,2025-11-06
ORD20251106004,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-06
ORD20251106004,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-06
ORD20251106005,P006,Croissant,Bakery,3,1.8,5.4,2025-11-06
ORD20251106005,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-06
ORD20251106005,P011,Chocolate Bar,Snacks,3,1.8,5.4,2025-11-06
ORD20251106005,P012,Toothpaste,Personal Care,2,3.2,6.4,2025-11-06
ORD20251106006,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-06
ORD20251106006,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-06
ORD20251106007,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-06
ORD20251106007,P012,Toothpaste,Personal Care,2,3.2,6.4,2025-11-06
ORD20251106008,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-06
ORD20251106008,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-06
ORD20251106008,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-06
ORD20251106009,P001,Coca-Cola 330ml,Beverages,3,1.5,4.5,2025-11-06
ORD20251106010,P010,Mineral Water 500ml,Beverages,1,1.0,1.0,2025-11-06
ORD20251106010,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-06
ORD20251106010,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-06
ORD20251106010,P012,Toothpaste,Personal Care,2,3.2,6.4,2025-11-06
ORD20251106011,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-06
ORD20251106011,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-06
ORD20251106011,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-06
ORD20251106011,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-06
ORD20251106012,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-06
ORD20251106012,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-06
ORD20251106012,P003,Lays Classic Chips,Snacks,2,2.0,4.0,2025-11-06
ORD20251106013,P009,Eggs 12pcs,Dairy,3,4.0,12.0,2025-11-06
ORD20251106014,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-06
ORD20251106014,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-06
ORD20251106014,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-06
ORD20251106015,P005,Whole Wheat Bread,Bakery,2,3.5,7.0,2025-11-06
ORD20251106015,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-06
ORD20251106016,P006,Croissant,Bakery,1,1.8,1.8,2025-11-06
ORD20251106016,P001,Coca-Cola 330ml,Beverages,2,1.5,3.0,2025-11-06
ORD20251106016,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-06
ORD20251106016,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-06
ORD20251106017,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-06
ORD20251106018,P005,Whole Wheat Bread,Bakery,3,3.5,10.5,2025-11-06
ORD20251106019,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-06
ORD20251106019,P014,Apples 1kg,Fruits,3,2.8,8.399999999999999,2025-11-06
ORD20251106020,P015,Bananas 1kg,Fruits,1,1.5,1.5,2025-11-06
ORD20251106020,P007,Milk 1L,Dairy,2,2.2,4.4,2025-11-06
ORD20251106021,P006,Croissant,Bakery,2,1.8,3.6,2025-11-06
ORD20251106021,P010,Mineral Water 500ml,Beverages,3,1.0,3.0,2025-11-06
ORD20251106022,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-06
ORD20251106022,P007,Milk 1L,Dairy,3,2.2,6.6000000000000005,2025-11-06
ORD20251106022,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-06
